Player,Tm,yardline_100
G.MINSHEW,JAX,63
D.HENRY,TEN,67
G.MINSHEW,JAX,89
D.HENRY,TEN,79
M.MARIOTA,TEN,82
M.MARIOTA,TEN,70
D.HENRY,TEN,67
D.HENRY,TEN,59
M.MARIOTA,TEN,58
L.BELL,NYJ,85
N.CHUBB,CLE,52
N.CHUBB,CLE,72
N.CHUBB,CLE,59
L.BELL,NYJ,91
G.BERNARD,CIN,92
J.ALLEN,BUF,80
J.ALLEN,BUF,67
J.MIXON,CIN,59
F.GORE,BUF,92
F.GORE,BUF,89
I.MCKENZIE,BUF,74
T.YELDON,BUF,69
I.MCKENZIE,BUF,65
J.MIXON,CIN,64
J.MIXON,CIN,54
F.GORE,BUF,75
T.YELDON,BUF,53
J.MIXON,CIN,82
J.MIXON,CIN,53
F.GORE,BUF,75
F.GORE,BUF,66
J.ALLEN,BUF,59
J.MIXON,CIN,85
J.MIXON,CIN,58
K.DRAKE,MIA,79
E.ELLIOTT,DAL,54
E.ELLIOTT,DAL,75
K.DRAKE,MIA,51
E.ELLIOTT,DAL,92
E.ELLIOTT,DAL,88
E.ELLIOTT,DAL,85
E.ELLIOTT,DAL,67
E.ELLIOTT,DAL,58
T.POLLARD,DAL,56
J.GRANT,MIA,55
T.POLLARD,DAL,60
T.POLLARD,DAL,54
L.MCCOY,KC,87
L.JACKSON,BAL,75
K.BALLAGE,MIA,65
A.JONES,GB,67
J.WILLIAMS,GB,80
R.FREEMAN,DEN,61
P.LINDSAY,DEN,54
A.JONES,GB,75
J.WILLIAMS,GB,77
P.LINDSAY,DEN,75
A.JONES,GB,75
R.FREEMAN,DEN,75
P.LINDSAY,DEN,76
J.WILLIAMS,GB,90
J.WILLIAMS,GB,84
P.LINDSAY,DEN,75
P.LINDSAY,DEN,71
R.FREEMAN,DEN,75
R.FREEMAN,DEN,63
A.JONES,GB,75
P.LINDSAY,DEN,97
P.LINDSAY,DEN,95
J.WILLIAMS,GB,72
J.WILLIAMS,GB,67
P.LINDSAY,DEN,75
P.LINDSAY,DEN,70
A.JONES,GB,74
A.JONES,GB,56
R.FREEMAN,DEN,75
R.FREEMAN,DEN,67
M.MACK,IND,75
M.MACK,IND,87
L.BELL,NYJ,95
L.BELL,NYJ,70
L.BELL,NYJ,62
N.CHUBB,CLE,75
D.JOHNSON,CLE,56
L.BELL,NYJ,90
L.BELL,NYJ,93
L.BELL,NYJ,97
N.CHUBB,CLE,55
L.BELL,NYJ,98
N.CHUBB,CLE,66
L.BELL,NYJ,81
L.BELL,NYJ,73
N.CHUBB,CLE,67
L.BELL,NYJ,51
N.CHUBB,CLE,57
N.CHUBB,CLE,84
D.JOHNSON,CLE,76
D.JOHNSON,CLE,74
D.JOHNSON,CLE,64
J.MIXON,CIN,86
J.MIXON,CIN,75
J.MIXON,CIN,72
T.YELDON,BUF,67
D.KNOX,BUF,58
M.MACK,IND,67
M.MACK,IND,55
D.FREEMAN,ATL,83
D.FREEMAN,ATL,55
D.FREEMAN,ATL,38
J.JACOBS,OAK,75
D.WASHINGTON,OAK,51
M.MACK,IND,67
M.MACK,IND,63
M.MACK,IND,59
P.MAHOMES,KC,74
M.INGRAM,BAL,58
M.INGRAM,BAL,75
G.EDWARDS,BAL,66
M.INGRAM,BAL,56
M.INGRAM,BAL,75
M.INGRAM,BAL,70
G.EDWARDS,BAL,63
L.JACKSON,BAL,70
L.MCCOY,KC,96
M.INGRAM,BAL,75
M.INGRAM,BAL,66
G.EDWARDS,BAL,62
L.MCCOY,KC,75
M.INGRAM,BAL,57
G.EDWARDS,BAL,54
C.WENTZ,PHI,75
M.SANDERS,PHI,61
M.SANDERS,PHI,90
M.SANDERS,PHI,88
M.SANDERS,PHI,71
J.HOWARD,PHI,69
D.WILLIAMS,KC,75
M.INGRAM,BAL,80
G.EDWARDS,BAL,72
D.WILLIAMS,KC,75
D.WILLIAMS,KC,64
D.WILLIAMS,KC,64
K.COUSINS,MIN,76
D.COOK,MIN,70
D.COOK,MIN,60
J.JACOBS,OAK,75
D.COOK,MIN,77
J.JACOBS,OAK,66
D.WASHINGTON,OAK,48
D.COOK,MIN,62
L.BELL,NYJ,75
L.BELL,NYJ,53
L.BELL,NYJ,75
L.BELL,NYJ,80
C.MCCAFFREY,CAR,55
D.JOHNSON,ARI,79
D.JOHNSON,ARI,70
K.MURRAY,ARI,66
C.MCCAFFREY,CAR,84
C.MCCAFFREY,CAR,76
D.JOHNSON,ARI,75
D.JOHNSON,ARI,67
C.MCCAFFREY,CAR,68
A.ARMAH,CAR,67
C.MCCAFFREY,CAR,54
S.MICHEL,NE,59
L.BELL,NYJ,75
L.BELL,NYJ,86
L.BELL,NYJ,86
S.MICHEL,NE,64
L.BELL,NYJ,78
J.GORDON,NE,77
R.BURKHEAD,NE,62
L.BELL,NYJ,57
L.BELL,NYJ,90
S.MICHEL,NE,75
S.MICHEL,NE,65
L.BELL,NYJ,92
L.BELL,NYJ,89
L.BELL,NYJ,75
R.BURKHEAD,NE,60
S.MICHEL,NE,4
A.MATTISON,MIN,59
D.FREEMAN,ATL,54
N.HINES,IND,64
D.FREEMAN,ATL,70
D.FREEMAN,ATL,57
M.MACK,IND,75
M.RYAN,ATL,63
D.FREEMAN,ATL,59
J.BRISSETT,IND,59
R.BURKHEAD,NE,75
L.BELL,NYJ,92
L.BELL,NYJ,79
T.JOHNSON,DET,56
C.WENTZ,PHI,78
C.MCCAFFREY,CAR,75
C.MCCAFFREY,CAR,70
D.JOHNSON,ARI,68
K.MURRAY,ARI,68
K.MURRAY,ARI,61
C.MCCAFFREY,CAR,75
D.MOORE,CAR,19
D.JOHNSON,ARI,58
C.EDMONDS,ARI,58
C.MCCAFFREY,CAR,89
C.MCCAFFREY,CAR,67
C.MCCAFFREY,CAR,65
C.MCCAFFREY,CAR,65
D.JOHNSON,ARI,55
C.MCCAFFREY,CAR,51
K.MURRAY,ARI,91
D.JOHNSON,ARI,86
A.KAMARA,NO,65
L.MURRAY,NO,58
C.CARSON,SEA,96
C.CARSON,SEA,92
R.WILSON,SEA,68
D.COOK,MIN,84
J.JACOBS,OAK,83
D.WASHINGTON,OAK,80
D.WASHINGTON,OAK,72
A.MATTISON,MIN,89
D.COOK,MIN,54
A.MATTISON,MIN,47
J.JACOBS,OAK,75
A.MATTISON,MIN,66
A.MATTISON,MIN,61
D.WASHINGTON,OAK,91
D.WALLER,OAK,90
D.CARR,OAK,78
D.COOK,MIN,92
A.MATTISON,MIN,76
J.JACOBS,OAK,75
D.COOK,MIN,92
K.COUSINS,MIN,94
D.COOK,MIN,77
J.JACOBS,OAK,75
A.KAMARA,NO,75
R.WILSON,SEA,75
W.GALLMAN,NYG,61
W.GALLMAN,NYG,75
R.JONES,TB,78
R.JONES,TB,70
J.WINSTON,TB,75
J.JACKSON,LAC,87
D.WATT,LAC,78
J.JACKSON,LAC,58
M.BREIDA,SF,75
J.CONNER,PIT,86
J.CONNER,PIT,76
M.RUDOLPH,PIT,78
N.CHUBB,CLE,65
D.WATSON,HOU,75
A.EKELER,LAC,75
D.JOHNSON,HOU,94
C.HYDE,HOU,82
D.WATSON,HOU,64
D.WATSON,HOU,75
J.JACKSON,LAC,74
A.EKELER,LAC,63
A.EKELER,LAC,63
A.EKELER,LAC,70
A.EKELER,LAC,51
C.HYDE,HOU,75
C.HYDE,HOU,65
L.BELL,NYJ,99
L.BELL,NYJ,92
B.BOLDEN,NE,61
S.MICHEL,NE,66
R.BURKHEAD,NE,62
J.HOWARD,PHI,52
K.JOHNSON,DET,66
M.SANDERS,PHI,61
M.SANDERS,PHI,55
J.MCKISSIC,DET,51
C.WENTZ,PHI,62
K.JOHNSON,DET,22
K.JOHNSON,DET,75
A.EKELER,LAC,67
C.HYDE,HOU,74
K.JOHNSON,DET,72
K.JOHNSON,DET,66
J.HOWARD,PHI,60
J.HOWARD,PHI,55
K.JOHNSON,DET,98
K.JOHNSON,DET,86
M.STAFFORD,DET,75
T.JOHNSON,DET,72
J.HOWARD,PHI,80
C.HYDE,HOU,64
D.WATSON,HOU,66
C.CARSON,SEA,80
C.CARSON,SEA,75
C.CARSON,SEA,71
T.BRIDGEWATER,NO,93
C.CARSON,SEA,61
A.KAMARA,NO,58
C.CARSON,SEA,98
R.WILSON,SEA,89
R.WILSON,SEA,87
A.KAMARA,NO,80
A.KAMARA,NO,87
T.BRIDGEWATER,NO,69
D.MONTGOMERY,CHI,67
A.PETERSON,WAS,67
C.THOMPSON,WAS,53
D.MONTGOMERY,CHI,80
A.PETERSON,WAS,56
D.MONTGOMERY,CHI,80
D.MONTGOMERY,CHI,77
D.MONTGOMERY,CHI,78
D.MONTGOMERY,CHI,70
D.MONTGOMERY,CHI,66
D.MONTGOMERY,CHI,41
P.BARBER,TB,75
P.BARBER,TB,41
S.BARKLEY,NYG,57
S.BARKLEY,NYG,58
R.JONES,TB,75
D.JONES,NYG,70
S.BARKLEY,NYG,59
S.BARKLEY,NYG,76
S.BARKLEY,NYG,75
D.JONES,NYG,69
R.JONES,TB,80
P.BARBER,TB,75
P.BARBER,TB,56
P.BARBER,TB,52
S.SHEPARD,NYG,80
W.GALLMAN,NYG,53
R.JONES,TB,75
P.BARBER,TB,84
P.BARBER,TB,72
P.BARBER,TB,64
A.KAMARA,NO,78
C.PROSISE,SEA,73
M.BREIDA,SF,75
M.BREIDA,SF,75
M.BREIDA,SF,71
J.CONNER,PIT,80
J.CONNER,PIT,75
M.BREIDA,SF,72
R.MOSTERT,SF,69
J.CONNER,PIT,81
M.RUDOLPH,PIT,93
J.CONNER,PIT,75
J.CONNER,PIT,77
J.CONNER,PIT,65
J.HOLTON,PIT,63
B.SNELL,PIT,54
M.BREIDA,SF,85
D.JOHNSON,PIT,75
J.CONNER,PIT,69
J.CONNER,PIT,78
M.BREIDA,SF,75
J.CONNER,PIT,82
R.MOSTERT,SF,75
R.MOSTERT,SF,66
J.GAROPPOLO,SF,66
B.SNELL,PIT,75
M.BREIDA,SF,75
M.BREIDA,SF,72
J.GAROPPOLO,SF,82
R.MOSTERT,SF,91
R.MOSTERT,SF,88
J.CONNER,PIT,81
T.GURLEY,LA,82
N.CHUBB,CLE,65
N.CHUBB,CLE,56
T.GURLEY,LA,68
D.FREEMAN,ATL,55
D.LEWIS,TEN,69
M.MARIOTA,TEN,67
D.FREEMAN,ATL,90
M.RYAN,ATL,92
D.FREEMAN,ATL,73
D.FREEMAN,ATL,55
D.HENRY,TEN,60
D.HENRY,TEN,55
N.CHUBB,CLE,75
T.GURLEY,LA,75
N.CHUBB,CLE,89
R.WOODS,LA,62
T.GURLEY,LA,75
T.GURLEY,LA,68
N.CHUBB,CLE,75
N.CHUBB,CLE,64
N.CHUBB,CLE,55
M.BROWN,LA,75
B.MAYFIELD,CLE,51
N.CHUBB,CLE,52
N.CHUBB,CLE,75
N.CHUBB,CLE,62
M.BROWN,LA,62
B.COOKS,LA,58
N.CHUBB,CLE,97
T.GURLEY,LA,53
T.GURLEY,LA,55
N.CHUBB,CLE,57
C.PATTERSON,CHI,75
T.COHEN,CHI,68
A.PETERSON,WAS,80
A.PETERSON,WAS,75
T.COHEN,CHI,79
A.PETERSON,WAS,47
A.KAMARA,NO,77
A.KAMARA,NO,74
A.KAMARA,NO,72
M.SANDERS,PHI,75
J.HOWARD,PHI,71
J.HOWARD,PHI,75
J.HOWARD,PHI,71
J.HOWARD,PHI,54
S.MICHEL,NE,94
S.MICHEL,NE,90
F.GORE,BUF,59
J.ALLEN,BUF,57
S.MICHEL,NE,76
F.GORE,BUF,46
S.MICHEL,NE,95
J.WHITE,NE,86
S.MICHEL,NE,85
S.MICHEL,NE,74
S.MICHEL,NE,52
F.GORE,BUF,71
J.ALLEN,BUF,68
S.MICHEL,NE,74
J.ALLEN,BUF,55
F.GORE,BUF,88
F.GORE,BUF,83
S.MICHEL,NE,85
S.MICHEL,NE,77
S.MICHEL,NE,68
K.JOHNSON,DET,75
K.JOHNSON,DET,37
L.MCCOY,KC,74
K.JOHNSON,DET,74
L.MCCOY,KC,86
D.LEWIS,TEN,78
D.LEWIS,TEN,75
D.LEWIS,TEN,72
D.FREEMAN,ATL,53
M.RYAN,ATL,54
D.HENRY,TEN,59
D.FREEMAN,ATL,95
D.FREEMAN,ATL,87
D.HENRY,TEN,61
D.HENRY,TEN,56
D.HENRY,TEN,74
D.HENRY,TEN,75
D.HENRY,TEN,64
D.HENRY,TEN,57
D.HENRY,TEN,55
P.MAHOMES,KC,82
D.WILLIAMS,KC,57
T.JOHNSON,DET,61
K.JOHNSON,DET,79
K.JOHNSON,DET,73
L.MCCOY,KC,70
K.JOHNSON,DET,79
T.JOHNSON,DET,52
L.MCCOY,KC,82
P.MAHOMES,KC,73
D.WILLIAMS,KC,71
K.JOHNSON,DET,53
A.JONES,GB,75
A.JONES,GB,58
A.JONES,GB,55
M.SANDERS,PHI,67
A.JONES,GB,75
M.SANDERS,PHI,84
A.RODGERS,GB,72
A.JONES,GB,58
M.SANDERS,PHI,75
A.RODGERS,GB,70
J.HOWARD,PHI,99
J.HOWARD,PHI,92
J.HOWARD,PHI,82
M.SANDERS,PHI,69
J.HOWARD,PHI,53
A.RODGERS,GB,75
D.HENRY,TEN,61
D.FREEMAN,ATL,83
D.HENRY,TEN,64
M.MARIOTA,TEN,61
N.CHUBB,CLE,75
M.INGRAM,BAL,65
M.INGRAM,BAL,71
N.CHUBB,CLE,68
N.CHUBB,CLE,55
N.CHUBB,CLE,57
M.MACK,IND,75
T.DAVIS,OAK,60
M.MACK,IND,75
C.WENTZ,PHI,53
A.JONES,GB,90
J.JACOBS,OAK,76
J.RICHARD,OAK,68
M.MACK,IND,75
J.BRISSETT,IND,69
N.CHUBB,CLE,80
N.CHUBB,CLE,81
S.MICHEL,NE,85
S.MICHEL,NE,70
F.GORE,BUF,71
F.GORE,BUF,62
F.GORE,BUF,60
J.ALLEN,BUF,68
F.GORE,BUF,75
F.GORE,BUF,36
K.JOHNSON,DET,75
K.JOHNSON,DET,55
L.MCCOY,KC,80
D.WILLIAMS,KC,58
K.JOHNSON,DET,79
M.STAFFORD,DET,65
A.EKELER,LAC,93
A.EKELER,LAC,92
A.EKELER,LAC,77
T.POPE,LAC,88
A.EKELER,LAC,68
A.EKELER,LAC,61
K.DRAKE,MIA,92
M.WALTON,MIA,75
A.PETERSON,WAS,75
A.PETERSON,WAS,75
A.PETERSON,WAS,63
A.JONES,GB,76
M.SANDERS,PHI,60
M.SANDERS,PHI,54
C.WENTZ,PHI,51
A.RODGERS,GB,54
K.JOHNSON,DET,58
P.MAHOMES,KC,66
C.HYDE,HOU,85
D.JOHNSON,HOU,60
C.MCCAFFREY,CAR,60
C.MCCAFFREY,CAR,54
C.MCCAFFREY,CAR,90
C.MCCAFFREY,CAR,78
C.MCCAFFREY,CAR,82
K.COUTEE,HOU,70
C.MCCAFFREY,CAR,79
C.MCCAFFREY,CAR,68
C.MCCAFFREY,CAR,75
C.MCCAFFREY,CAR,69
C.SAMUEL,CAR,60
C.HYDE,HOU,90
C.MCCAFFREY,CAR,79
C.MCCAFFREY,CAR,58
C.HYDE,HOU,75
C.MCCAFFREY,CAR,87
C.MCCAFFREY,CAR,86
C.MCCAFFREY,CAR,65
D.JOHNSON,HOU,79
D.JOHNSON,HOU,68
D.WASHINGTON,OAK,75
N.HINES,IND,53
C.CARSON,SEA,66
D.JOHNSON,ARI,76
D.JOHNSON,ARI,71
C.EDMONDS,ARI,60
D.JOHNSON,ARI,69
C.CARSON,SEA,91
C.CARSON,SEA,85
C.CARSON,SEA,85
D.JOHNSON,ARI,72
C.CARSON,SEA,62
C.CARSON,SEA,56
C.CARSON,SEA,12
M.MACK,IND,60
J.WILKINS,IND,53
L.JACKSON,BAL,68
N.CHUBB,CLE,90
N.CHUBB,CLE,73
M.INGRAM,BAL,64
G.EDWARDS,BAL,55
L.JACKSON,BAL,55
N.CHUBB,CLE,83
N.CHUBB,CLE,55
L.JACKSON,BAL,58
M.INGRAM,BAL,67
L.JACKSON,BAL,60
N.CHUBB,CLE,75
M.INGRAM,BAL,66
M.INGRAM,BAL,57
N.CHUBB,CLE,74
N.CHUBB,CLE,57
L.JACKSON,BAL,55
N.CHUBB,CLE,88
J.HILL,BAL,72
K.DRAKE,MIA,68
K.BALLAGE,MIA,73
K.DRAKE,MIA,79
K.DRAKE,MIA,76
A.EKELER,LAC,84
A.EKELER,LAC,60
A.EKELER,LAC,60
A.EKELER,LAC,52
A.EKELER,LAC,51
K.DRAKE,MIA,78
C.THOMPSON,WAS,81
S.SHEPARD,NYG,83
C.THOMPSON,WAS,53
E.ELLIOTT,DAL,75
T.COHEN,CHI,63
D.MONTGOMERY,CHI,52
D.COOK,MIN,75
D.COOK,MIN,60
D.MONTGOMERY,CHI,95
D.MONTGOMERY,CHI,79
D.MONTGOMERY,CHI,63
D.COOK,MIN,93
D.COOK,MIN,87
D.COOK,MIN,83
D.COOK,MIN,74
A.MATTISON,MIN,62
T.COHEN,CHI,52
D.COOK,MIN,75
C.MCCAFFREY,CAR,86
C.MCCAFFREY,CAR,64
C.MCCAFFREY,CAR,60
C.HYDE,HOU,81
C.HYDE,HOU,72
D.JOHNSON,HOU,64
D.JOHNSON,HOU,60
C.MCCAFFREY,CAR,59
C.HYDE,HOU,75
C.HYDE,HOU,85
D.COOK,MIN,66
A.KAMARA,NO,74
A.KAMARA,NO,57
E.ELLIOTT,DAL,75
E.ELLIOTT,DAL,72
A.KAMARA,NO,63
E.ELLIOTT,DAL,78
E.ELLIOTT,DAL,76
A.KAMARA,NO,67
A.PETERSON,WAS,1
D.JONES,NYG,62
A.PETERSON,WAS,87
J.HILLIMAN,NYG,52
C.THOMPSON,WAS,90
D.HASKINS,WAS,85
W.GALLMAN,NYG,88
J.HILLIMAN,NYG,60
A.PETERSON,WAS,97
A.PETERSON,WAS,95
A.PETERSON,WAS,92
E.PENNY,NYG,73
E.PENNY,NYG,70
C.EDMONDS,ARI,75
D.JOHNSON,ARI,67
C.CARSON,SEA,59
P.LINDSAY,DEN,74
R.FREEMAN,DEN,69
L.FOURNETTE,JAX,75
L.FOURNETTE,JAX,64
R.FREEMAN,DEN,93
L.FOURNETTE,JAX,55
L.FOURNETTE,JAX,54
M.MACK,IND,60
J.BRISSETT,IND,61
J.JACOBS,OAK,81
J.JACOBS,OAK,51
M.MACK,IND,75
J.WILKINS,IND,71
J.WILKINS,IND,63
J.JACOBS,OAK,94
J.JACOBS,OAK,92
T.DAVIS,OAK,82
J.JACOBS,OAK,68
D.WASHINGTON,OAK,58
J.RICHARD,OAK,57
N.HINES,IND,82
N.HINES,IND,82
J.JACOBS,OAK,80
J.JACOBS,OAK,69
J.JACOBS,OAK,61
J.JACOBS,OAK,81
J.JACOBS,OAK,74
A.ISABELLA,ARI,75
C.EDMONDS,ARI,63
D.JOHNSON,ARI,51
C.CARSON,SEA,75
C.CARSON,SEA,73
C.PROSISE,SEA,64
C.KUPP,LA,53
R.JONES,TB,91
R.JONES,TB,80
R.JONES,TB,66
A.DALTON,CIN,75
G.BERNARD,CIN,66
R.JONES,TB,75
P.BARBER,TB,64
T.GURLEY,LA,75
R.JONES,TB,75
R.JONES,TB,57
R.JONES,TB,57
R.JONES,TB,72
R.JONES,TB,89
D.MONTGOMERY,CHI,55
T.COHEN,CHI,53
D.COOK,MIN,92
D.MONTGOMERY,CHI,60
P.LINDSAY,DEN,65
G.MINSHEW,JAX,99
L.FOURNETTE,JAX,97
P.LINDSAY,DEN,53
L.FOURNETTE,JAX,68
P.LINDSAY,DEN,64
P.LINDSAY,DEN,61
R.FREEMAN,DEN,55
P.LINDSAY,DEN,76
R.FREEMAN,DEN,69
L.FOURNETTE,JAX,75
L.FOURNETTE,JAX,62
L.FOURNETTE,JAX,54
L.FOURNETTE,JAX,51
P.LINDSAY,DEN,80
L.FOURNETTE,JAX,93
P.LINDSAY,DEN,60
L.FOURNETTE,JAX,89
L.FOURNETTE,JAX,76
R.ARMSTEAD,JAX,73
L.FOURNETTE,JAX,62
R.ARMSTEAD,JAX,58
L.FOURNETTE,JAX,91
R.ARMSTEAD,JAX,65
L.FOURNETTE,JAX,63
R.ARMSTEAD,JAX,54
E.ELLIOTT,DAL,68
E.ELLIOTT,DAL,53
R.JONES,TB,75
R.JONES,TB,69
R.JONES,TB,59
R.JONES,TB,51
R.JONES,TB,30
P.BARBER,TB,6
R.JONES,TB,7
J.MIXON,CIN,51
D.JOHNSON,ARI,75
D.JOHNSON,ARI,73
D.JOHNSON,ARI,11
C.EDMONDS,ARI,10
K.MURRAY,ARI,20
J.MIXON,CIN,80
J.MIXON,CIN,79
K.JOHNSON,ARI,67
K.MURRAY,ARI,74
D.JOHNSON,ARI,62
C.EDMONDS,ARI,37
J.MIXON,CIN,54
G.BERNARD,CIN,52
D.JOHNSON,ARI,75
C.CARSON,SEA,75
R.WILSON,SEA,56
R.PENNY,SEA,92
R.PENNY,SEA,68
R.WILSON,SEA,67
R.WILSON,SEA,66
T.GURLEY,LA,80
T.GURLEY,LA,80
C.CARSON,SEA,56
C.CARSON,SEA,83
C.CARSON,SEA,79
C.CARSON,SEA,71
C.CARSON,SEA,54
T.GURLEY,LA,99
B.COOKS,LA,75
W.DISSLY,SEA,75
C.CARSON,SEA,68
D.MONTGOMERY,CHI,95
D.MONTGOMERY,CHI,91
D.COOK,MIN,72
C.CARSON,SEA,62
D.JOHNSON,ARI,94
D.JOHNSON,ARI,90
T.GURLEY,LA,75
C.CARSON,SEA,63
C.CARSON,SEA,55
R.WILSON,SEA,52
L.FOURNETTE,JAX,75
L.FOURNETTE,JAX,57
C.MCCAFFREY,CAR,75
G.MINSHEW,JAX,64
L.FOURNETTE,JAX,55
L.FOURNETTE,JAX,58
G.MINSHEW,JAX,59
C.MCCAFFREY,CAR,94
C.MCCAFFREY,CAR,83
C.MCCAFFREY,CAR,59
L.FOURNETTE,JAX,93
C.MCCAFFREY,CAR,75
R.BONNAFON,CAR,59
G.MINSHEW,JAX,75
G.MINSHEW,JAX,60
R.BONNAFON,CAR,55
D.JOHNSON,ARI,77
J.MIXON,CIN,70
J.MIXON,CIN,61
J.MIXON,CIN,58
K.MURRAY,ARI,68
D.JOHNSON,ARI,62
J.MIXON,CIN,75
D.JOHNSON,ARI,79
D.JOHNSON,ARI,62
J.MIXON,CIN,73
J.MIXON,CIN,69
J.MIXON,CIN,55
A.ISABELLA,ARI,80
D.JOHNSON,ARI,75
D.FREEMAN,ATL,83
C.HYDE,HOU,63
C.HYDE,HOU,62
D.FREEMAN,ATL,52
C.HYDE,HOU,70
C.HYDE,HOU,64
J.HILLIMAN,NYG,99
E.ELLIOTT,DAL,59
A.KAMARA,NO,75
A.KAMARA,NO,66
L.MURRAY,NO,66
A.KAMARA,NO,57
L.FOURNETTE,JAX,70
C.MCCAFFREY,CAR,86
E.ELLIOTT,DAL,75
T.AUSTIN,DAL,61
A.KAMARA,NO,80
L.MURRAY,NO,61
E.ELLIOTT,DAL,81
A.KAMARA,NO,55
A.KAMARA,NO,53
J.CONNER,PIT,66
J.SAMUELS,PIT,51
J.CONNER,PIT,70
J.MIXON,CIN,90
J.MIXON,CIN,75
A.DALTON,CIN,66
J.CONNER,PIT,71
J.CONNER,PIT,75
J.SAMUELS,PIT,54
J.MIXON,CIN,75
J.MIXON,CIN,60
J.MIXON,CIN,55
J.CONNER,PIT,69
J.CONNER,PIT,62
J.MIXON,CIN,80
J.MIXON,CIN,76
A.DALTON,CIN,55
J.MIXON,CIN,54
J.MIXON,CIN,51
J.SAMUELS,PIT,59
C.CARSON,SEA,75
C.CARSON,SEA,75
C.CARSON,SEA,71
C.CARSON,SEA,64
T.GURLEY,LA,69
C.EDMONDS,ARI,85
C.EDMONDS,ARI,62
D.JOHNSON,ARI,53
D.JOHNSON,ARI,52
C.EDMONDS,ARI,28
K.MURRAY,ARI,23
J.HILLIMAN,NYG,75
E.ENGRAM,NYG,71
D.JONES,NYG,66
J.JACOBS,OAK,69
J.JACOBS,OAK,61
J.JACOBS,OAK,74
J.JACOBS,OAK,72
J.JACOBS,OAK,69
L.BELL,NYJ,75
L.BELL,NYJ,74
M.SANDERS,PHI,53
C.WENTZ,PHI,24
L.BELL,NYJ,56
L.BELL,NYJ,53
M.SANDERS,PHI,55
D.FREEMAN,ATL,74
I.SMITH,ATL,59
I.SMITH,ATL,56
C.HYDE,HOU,60
I.SMITH,ATL,78
D.FREEMAN,ATL,74
C.HYDE,HOU,92
C.HYDE,HOU,81
C.HYDE,HOU,73
D.FREEMAN,ATL,74
D.FREEMAN,ATL,56
M.RYAN,ATL,54
D.JOHNSON,HOU,75
D.JOHNSON,HOU,66
C.HYDE,HOU,75
C.HYDE,HOU,12
D.FREEMAN,ATL,75
D.WATSON,HOU,66
C.HYDE,HOU,73
C.HYDE,HOU,51
J.MIXON,CIN,79
J.MIXON,CIN,75
J.CONNER,PIT,88
C.CARSON,SEA,51
C.SAMUEL,CAR,78
L.FOURNETTE,JAX,55
C.MCCAFFREY,CAR,68
L.FOURNETTE,JAX,63
L.FOURNETTE,JAX,75
L.FOURNETTE,JAX,59
L.FOURNETTE,JAX,60
C.MCCAFFREY,CAR,61
J.JACOBS,OAK,66
D.MONTGOMERY,CHI,89
C.DANIEL,CHI,77
D.MONTGOMERY,CHI,75
T.COHEN,CHI,45
J.JACOBS,OAK,75
J.JACOBS,OAK,52
C.MCCAFFREY,CAR,87
L.FOURNETTE,JAX,54
C.MCCAFFREY,CAR,75
L.FOURNETTE,JAX,75
C.MCCAFFREY,CAR,84
C.HYDE,HOU,81
C.HYDE,HOU,71
P.BARBER,TB,75
P.BARBER,TB,57
J.WINSTON,TB,58
T.BRIDGEWATER,NO,76
L.MURRAY,NO,59
A.KAMARA,NO,54
R.JONES,TB,81
P.BARBER,TB,75
P.BARBER,TB,70
T.GINN,NO,78
T.BRIDGEWATER,NO,77
L.MURRAY,NO,75
J.CONNER,PIT,87
J.HILL,BAL,75
M.INGRAM,BAL,53
J.CONNER,PIT,67
J.CONNER,PIT,77
J.SAMUELS,PIT,60
G.EDWARDS,BAL,99
L.JACKSON,BAL,75
R.JONES,TB,75
R.JONES,TB,61
A.KAMARA,NO,75
A.KAMARA,NO,75
D.OGUNBOWALE,TB,75
P.BARBER,TB,75
P.BARBER,TB,67
P.BARBER,TB,63
A.KAMARA,NO,75
A.KAMARA,NO,68
D.COOK,MIN,68
D.COOK,MIN,55
E.PENNY,NYG,75
D.JONES,NYG,66
A.MATTISON,MIN,95
D.COOK,MIN,73
D.COOK,MIN,71
J.JACOBS,OAK,71
A.INGOLD,OAK,66
J.JACOBS,OAK,63
T.COHEN,CHI,80
D.MONTGOMERY,CHI,77
D.MONTGOMERY,CHI,76
T.COHEN,CHI,80
D.MONTGOMERY,CHI,81
D.CARR,OAK,51
T.COHEN,CHI,82
D.MONTGOMERY,CHI,75
J.JACOBS,OAK,75
D.MONTGOMERY,CHI,99
D.MONTGOMERY,CHI,99
D.MONTGOMERY,CHI,65
D.MONTGOMERY,CHI,46
J.JACOBS,OAK,97
A.KAMARA,NO,70
L.MURRAY,NO,65
A.KAMARA,NO,61
L.BELL,NYJ,96
D.SPROLES,PHI,69
L.BELL,NYJ,75
A.PETERSON,WAS,76
A.PETERSON,WAS,69
C.MCCOY,WAS,64
W.SMALLWOOD,WAS,55
S.MICHEL,NE,80
S.MICHEL,NE,76
A.PETERSON,WAS,99
A.PETERSON,WAS,80
J.WHITE,NE,72
T.BRADY,NE,67
J.WHITE,NE,77
A.PETERSON,WAS,75
S.MICHEL,NE,75
S.MICHEL,NE,73
L.BELL,NYJ,75
J.HOWARD,PHI,75
L.BELL,NYJ,60
L.BELL,NYJ,52
L.BELL,NYJ,51
J.HOWARD,PHI,87
D.SPROLES,PHI,93
