player,receiving_rec,receiving_yds,receiving_td,rushing_att,rushing_yds,rushing_td,fumbles_lost,fantasy_points,team,week,position
Tyler BoydCIN,5.1,58.8,0.3,0.2,1.2,0.0,0.1,7.7,CIN,2,WR
D.J. Chark Jr.JAC,4.2,57.0,0.3,0.0,0.3,0.0,0.0,7.5,JAC,2,WR
Emmanuel SandersBUF,4.3,55.1,0.3,0.0,0.3,0.0,0.0,7.3,BUF,2,WR
Nelson AgholorNE,3.9,51.9,0.3,0.0,0.4,0.0,0.0,7.1,NE,2,WR
Christian KirkARI,3.7,44.1,0.3,0.3,1.7,0.0,0.0,6.6,ARI,2,WR
Mecole HardmanKC,3.5,46.8,0.3,0.3,2.4,0.0,0.0,6.6,KC,2,WR
Michael Pittman Jr.IND,4.2,50.5,0.2,0.2,1.2,0.0,0.0,6.6,IND,2,WR
Tim PatrickDEN,3.7,48.6,0.3,0.0,0.0,0.0,0.0,6.5,DEN,2,WR
Darnell MooneyCHI,4.2,47.3,0.3,0.2,1.1,0.0,0.0,6.5,CHI,2,WR
Zach PascalIND,3.4,44.1,0.3,0.0,0.1,0.0,0.0,6.3,IND,2,WR
Marquez Valdes-ScantlingGB,2.6,45.8,0.2,0.1,0.9,0.0,0.0,6.0,ScantlingGB,2,WR
Sammy WatkinsBAL,3.7,46.8,0.2,0.1,0.4,0.0,0.0,5.9,BAL,2,WR
Jalen ReagorPHI,3.4,43.1,0.2,0.2,1.2,0.0,0.0,5.9,PHI,2,WR
Van JeffersonLAR,3.1,41.8,0.3,0.1,0.2,0.0,0.0,5.8,LAR,2,WR
Russell GageATL,4.3,46.0,0.2,0.1,0.3,0.0,0.0,5.7,ATL,2,WR
Deonte HartyNO,3.2,40.5,0.2,0.3,2.3,0.0,0.0,5.6,NO,2,WR
Rondale MooreARI,2.8,38.3,0.3,0.5,3.1,0.0,0.1,5.5,ARI,2,WR
Hunter RenfrowLV,3.8,44.2,0.2,0.0,0.0,0.0,0.0,5.5,LV,2,WR
KJ HamlerDEN,3.1,39.1,0.2,0.5,3.3,0.0,0.0,5.5,DEN,2,WR
Elijah MooreNYJ,3.4,42.1,0.2,0.0,0.6,0.0,0.0,5.4,NYJ,2,WR
Allen LazardGB,2.8,38.4,0.2,0.1,0.8,0.0,0.0,5.3,GB,2,WR
Darius SlaytonNYG,3.2,42.5,0.2,0.1,0.2,0.0,0.0,5.3,NYG,2,WR
Jamison CrowderNYJ,3.0,37.5,0.3,0.1,0.0,0.0,0.0,5.3,NYJ,2,WR
A.J. GreenARI,3.0,40.5,0.2,0.0,0.0,0.0,0.0,5.2,ARI,2,WR
Donovan Peoples-JonesCLE,2.4,35.6,0.3,0.0,0.0,0.0,0.0,5.1,JonesCLE,2,WR
Brandon AiyukSF,2.4,32.7,0.2,0.7,4.1,0.0,0.0,5.1,SF,2,WR
Bryan EdwardsLV,2.8,40.3,0.2,0.0,0.1,0.0,0.0,5.0,LV,2,WR
Amon-Ra St. BrownDET,3.2,39.7,0.2,0.0,0.2,0.0,0.0,4.9,DET,2,WR
Cedrick Wilson Jr.DAL,3.0,38.0,0.2,0.0,0.1,0.0,0.0,4.9,DAL,2,WR
Adam HumphriesWAS,3.5,35.3,0.2,0.0,0.2,0.0,0.0,4.6,WAS,2,WR
Anthony SchwartzCLE,2.3,33.4,0.2,0.3,2.5,0.0,0.0,4.6,CLE,2,WR
Terrace Marshall Jr.CAR,2.6,35.0,0.2,0.0,0.2,0.0,0.0,4.6,CAR,2,WR
Juwan JohnsonNO,2.8,21.3,0.4,0.0,0.0,0.0,0.0,4.5,NO,2,WR
Kalif RaymondDET,2.5,35.8,0.1,0.2,0.8,0.0,0.0,4.4,DET,2,WR
Gabriel DavisBUF,1.9,30.5,0.2,0.0,0.1,0.0,0.0,4.4,BUF,2,WR
Danny AmendolaHOU,3.0,34.8,0.1,0.0,0.1,0.0,0.0,4.3,HOU,2,WR
Cordarrelle PattersonATL,1.5,13.4,0.1,5.5,22.7,0.1,0.1,4.3,ATL,2,WR
Dyami BrownWAS,2.6,32.4,0.2,0.0,0.2,0.0,0.0,4.2,WAS,2,WR
Nico CollinsHOU,2.5,31.5,0.2,0.0,0.2,0.0,0.0,4.1,HOU,2,WR
Keelan Cole Sr.NYJ,2.4,31.0,0.2,0.0,0.2,0.0,0.0,4.0,NYJ,2,WR
DeSean JacksonLV,1.9,30.3,0.2,0.1,0.6,0.0,0.0,4.0,LV,2,WR
Quintez CephusDET,2.3,30.9,0.2,0.0,0.0,0.0,0.0,4.0,DET,2,WR
Randall CobbGB,2.4,29.5,0.2,0.2,0.7,0.0,0.0,4.0,GB,2,WR
K.J. OsbornMIN,2.6,32.1,0.1,0.0,0.3,0.0,0.0,3.9,MIN,2,WR
Trent SherfieldSF,2.2,26.9,0.2,0.0,0.1,0.0,0.0,3.8,SF,2,WR
Jalen GuytonLAC,2.1,30.5,0.1,0.1,0.3,0.0,0.0,3.8,LAC,2,WR
Demarcus RobinsonKC,2.4,27.9,0.2,0.0,0.0,0.0,0.0,3.8,KC,2,WR
Kendrick BourneNE,2.2,26.9,0.2,0.0,0.0,0.0,0.0,3.7,NE,2,WR
Quez WatkinsPHI,2.1,26.6,0.1,0.0,0.1,0.0,0.0,3.4,PHI,2,WR
Damiere ByrdCHI,2.3,26.9,0.1,0.0,0.2,0.0,0.0,3.3,CHI,2,WR
Braxton BerriosNYJ,2.2,24.4,0.1,0.1,0.8,0.0,0.0,3.2,NYJ,2,WR
Freddie SwainSEA,1.7,20.2,0.2,0.3,1.2,0.0,0.0,3.2,SEA,2,WR
Chris ConleyHOU,1.8,24.6,0.1,0.0,0.2,0.0,0.0,3.1,HOU,2,WR
Trinity BensonDET,1.9,22.6,0.1,0.0,0.1,0.0,0.0,2.9,DET,2,WR
Josh ReynoldsDET,1.6,19.7,0.1,0.0,0.3,0.0,0.0,2.8,DET,2,WR
Devin DuvernayBAL,1.7,19.9,0.1,0.1,0.8,0.0,0.0,2.8,BAL,2,WR
Albert WilsonMIA,1.9,20.8,0.1,0.2,1.4,0.0,0.0,2.8,MIA,2,WR
James WashingtonPIT,1.5,20.4,0.1,0.0,0.0,0.0,0.0,2.7,PIT,2,WR
Parris CampbellIND,1.0,14.0,0.2,0.1,1.0,0.0,0.0,2.7,IND,2,WR
Mike StrachanIND,1.5,18.0,0.1,0.1,0.3,0.0,0.0,2.5,IND,2,WR
Chester RogersTEN,1.6,18.2,0.1,0.0,0.3,0.0,0.0,2.4,TEN,2,WR
Mohamed Sanu Sr.SF,1.6,18.3,0.1,0.0,0.1,0.0,0.0,2.3,SF,2,WR
Preston WilliamsMIA,1.2,15.9,0.1,0.0,0.0,0.0,0.0,2.3,MIA,2,WR
Tyron JohnsonLV,1.1,15.6,0.1,0.0,0.1,0.0,0.0,2.2,LV,2,WR
Ty MontgomeryNO,1.1,11.8,0.1,0.7,2.8,0.0,0.0,2.1,NO,2,WR
Lil'Jordan HumphreyNO,1.1,13.8,0.1,0.1,0.8,0.0,0.0,2.1,NO,2,WR
Marquise GoodwinCHI,1.0,14.2,0.1,0.1,0.5,0.0,0.0,1.8,CHI,2,WR
Olamide ZaccheausATL,1.2,14.9,0.1,0.0,0.1,0.0,0.0,1.8,ATL,2,WR
Byron PringleKC,1.2,15.0,0.0,0.0,0.0,0.0,0.0,1.8,KC,2,WR
Cam SimsWAS,1.0,14.2,0.1,0.0,0.1,0.0,0.0,1.7,WAS,2,WR
Laquon TreadwellJAC,0.9,12.9,0.1,0.0,0.1,0.0,0.0,1.7,JAC,2,WR
Kadarius ToneyNYG,1.1,12.1,0.0,0.2,1.1,0.0,0.0,1.6,NYG,2,WR
Tavon AustinJAC,1.1,11.2,0.1,0.1,0.4,0.0,0.0,1.6,JAC,2,WR
Rashard HigginsCLE,0.8,13.1,0.0,0.0,0.0,0.0,0.0,1.6,CLE,2,WR
Isaiah McKenzieBUF,0.7,8.0,0.1,0.5,2.4,0.0,0.0,1.5,KenzieBUF,2,WR
Tutu AtwellLAR,0.8,11.2,0.0,0.0,0.3,0.0,0.0,1.4,LAR,2,WR
Scotty MillerTB,0.7,9.6,0.0,0.1,0.6,0.0,0.0,1.2,TB,2,WR
Noah BrownDAL,0.7,8.8,0.1,0.0,0.2,0.0,0.0,1.2,DAL,2,WR
Ashton DulinIND,0.7,8.7,0.0,0.0,0.2,0.0,0.0,1.1,IND,2,WR
Alex EricksonCAR,0.6,6.9,0.0,0.0,1.3,0.0,0.0,1.1,CAR,2,WR
Greg WardPHI,0.7,7.9,0.0,0.0,0.0,0.0,0.0,1.1,PHI,2,WR
Joshua PalmerLAC,0.7,8.9,0.0,0.1,0.3,0.0,0.0,1.0,LAC,2,WR
Amari RodgersGB,0.5,5.7,0.1,0.1,0.8,0.0,0.0,1.0,GB,2,WR
Nick Westbrook-IkhineTEN,0.6,6.5,0.1,0.0,0.0,0.0,0.0,1.0,IkhineTEN,2,WR
Tylan WallaceBAL,0.5,6.8,0.0,0.0,0.3,0.0,0.0,0.9,BAL,2,WR
Jeff SmithNYJ,0.6,7.0,0.0,0.0,0.0,0.0,0.0,0.8,NYJ,2,WR
Mike ThomasCIN,0.5,6.4,0.0,0.0,0.0,0.0,0.0,0.8,CIN,2,WR
Curtis SamuelWAS,0.0,0.0,0.0,1.6,8.0,0.0,0.0,0.8,WAS,2,WR
Zay JonesLV,0.5,6.4,0.0,0.0,0.0,0.0,0.0,0.8,LV,2,WR
DeMichael HarrisIND,0.3,4.2,0.0,0.0,1.5,0.0,0.0,0.7,IND,2,WR
Auden TateCIN,0.4,5.8,0.0,0.0,0.0,0.0,0.0,0.7,CIN,2,WR
Jauan JenningsSF,0.4,5.5,0.0,0.0,0.2,0.0,0.0,0.7,SF,2,WR
Tom KennedyDET,0.4,5.8,0.0,0.0,0.1,0.0,0.0,0.7,DET,2,WR
Jamal AgnewJAC,0.4,5.0,0.0,0.1,0.9,0.0,0.0,0.7,JAC,2,WR
Simi FehokoDAL,0.3,4.2,0.0,0.0,0.1,0.0,0.0,0.6,DAL,2,WR
Kendall HintonDEN,0.3,3.4,0.0,0.0,0.9,0.0,0.0,0.6,DEN,2,WR
Tajae SharpeATL,0.4,4.6,0.0,0.0,0.0,0.0,0.0,0.6,ATL,2,WR
Malik TaylorGB,0.3,4.4,0.0,0.1,0.5,0.0,0.0,0.6,GB,2,WR
Malik TurnerDAL,0.3,4.2,0.0,0.0,0.0,0.0,0.0,0.5,DAL,2,WR
Diontae SpencerDEN,0.3,3.6,0.0,0.0,0.7,0.0,0.0,0.5,DEN,2,WR
C.J. BoardNYG,0.4,4.3,0.0,0.0,0.0,0.0,0.0,0.5,NYG,2,WR
Dede WestbrookMIN,0.4,4.1,0.0,0.0,0.1,0.0,0.0,0.5,MIN,2,WR
Tyler JohnsonTB,0.2,3.6,0.0,0.0,0.0,0.0,0.0,0.5,TB,2,WR
KhaDarel HodgeDET,0.4,4.8,0.0,0.0,0.0,0.0,0.0,0.5,DET,2,WR
J.J. Arcega-WhitesidePHI,0.3,3.8,0.0,0.0,0.0,0.0,0.0,0.5,WhitesidePHI,2,WR
James Proche IIBAL,0.3,3.5,0.0,0.0,0.1,0.0,0.0,0.5,IBAL,2,WR
Penny HartSEA,0.3,3.2,0.0,0.1,0.2,0.0,0.0,0.4,SEA,2,WR
DeAndre CarterWAS,0.3,3.2,0.0,0.0,0.2,0.0,0.0,0.4,WAS,2,WR
Dax MilneWAS,0.3,3.4,0.0,0.0,0.1,0.0,0.0,0.4,WAS,2,WR
Andy IsabellaARI,0.2,3.2,0.0,0.0,0.0,0.0,0.0,0.4,ARI,2,WR
Christian BlakeATL,0.2,3.1,0.0,0.0,0.0,0.0,0.0,0.4,ATL,2,WR
Ihmir Smith-MarsetteMIN,0.2,2.9,0.0,0.0,0.1,0.0,0.0,0.4,MarsetteMIN,2,WR
Gunner OlszewskiNE,0.2,2.6,0.0,0.1,0.4,0.0,0.0,0.4,NE,2,WR
Racey McMathTEN,0.2,2.9,0.0,0.0,0.2,0.0,0.0,0.3,MathTEN,2,WR
Jody FortsonKC,0.2,2.0,0.0,0.0,0.1,0.0,0.0,0.3,KC,2,WR
Nsimba WebsterCHI,0.1,2.8,0.0,0.0,0.1,0.0,0.0,0.3,CHI,2,WR
Ray-Ray McCloudPIT,0.2,2.1,0.0,0.0,0.4,0.0,0.0,0.3,CloudPIT,2,WR
Mack HollinsMIA,0.1,2.5,0.0,0.0,0.0,0.0,0.0,0.3,MIA,2,WR
Andre RobertsLAC,0.1,2.1,0.0,0.0,0.2,0.0,0.0,0.2,LAC,2,WR
Matthew SlaterNE,0.1,2.3,0.0,0.0,0.1,0.0,0.0,0.2,NE,2,WR
Jake KumerowBUF,0.1,1.9,0.0,0.0,0.0,0.0,0.0,0.2,BUF,2,WR
Jaydon MickensJAC,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.2,JAC,2,WR
Marcus KempKC,0.1,1.3,0.0,0.0,0.0,0.0,0.0,0.2,KC,2,WR
Stanley Morgan Jr.CIN,0.1,1.2,0.0,0.0,0.0,0.0,0.0,0.1,CIN,2,WR
Brandon ZylstraCAR,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.1,CAR,2,WR
Gehrig DieterKC,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1,KC,2,WR
Terry GodwinJAC,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1,JAC,2,WR
Tanner GentryBUF,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1,BUF,2,WR
Travis FulghamDEN,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,DEN,2,WR
Brandon PowellLAR,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,LAR,2,WR
Marcus JohnsonTEN,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,TEN,2,WR
Steven Sims Jr.PIT,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,PIT,2,WR
Dante PettisNYG,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,NYG,2,WR
Bisi JohnsonMIN,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,MIN,2,WR
Tyrie ClevelandDEN,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,DEN,2,WR
Ryan SwitzerCLE,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,CLE,2,WR
John RossNYG,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,NYG,2,WR
Breshad PerrimanTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,2,WR
Shi SmithCAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,2,WR
D'Wayne EskridgeSEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,2,WR
Michael GallupDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,2,WR
T.Y. HiltonIND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,2,WR
Rashod BatemanBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,2,WR
Jerry JeudyDEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,2,WR
Michael ThomasNO,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,NO,2,WR
Phillip Dorsett IIHOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IHOU,2,WR
Frank DarbyATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,2,WR
N'Keal HarryNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,2,WR
Odell Beckham Jr.LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,2,WR
Anthony MillerPIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,2,WR
Denzel MimsNYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,2,WR
Will Fuller VMIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,2,WR
Miles BoykinBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,2,WR
Tyreek HillKC,6.2,88.9,0.8,0.9,5.9,0.0,0.1,14.4,KC,3,WR
Davante AdamsGB,7.5,95.9,0.7,0.0,0.0,0.0,0.1,13.9,GB,3,WR
Tyler LockettSEA,6.4,84.9,0.8,0.2,0.9,0.0,0.1,13.1,SEA,3,WR
A.J. BrownTEN,5.6,83.0,0.8,0.2,1.1,0.0,0.0,13.0,TEN,3,WR
D.K. MetcalfSEA,5.7,85.7,0.7,0.1,0.7,0.0,0.1,13.0,SEA,3,WR
Stefon DiggsBUF,6.8,87.5,0.7,0.2,0.9,0.0,0.1,12.9,BUF,3,WR
DeAndre HopkinsARI,6.5,82.5,0.8,0.0,0.1,0.0,0.1,12.9,ARI,3,WR
Cooper KuppLAR,6.7,83.9,0.7,0.3,1.2,0.0,0.1,12.8,LAR,3,WR
Calvin RidleyATL,6.3,87.9,0.7,0.3,1.4,0.0,0.1,12.8,ATL,3,WR
Justin JeffersonMIN,6.2,87.9,0.6,0.2,0.8,0.0,0.1,12.7,MIN,3,WR
Keenan AllenLAC,7.1,85.1,0.6,0.2,1.0,0.0,0.1,12.1,LAC,3,WR
CeeDee LambDAL,6.3,81.3,0.6,0.6,4.0,0.0,0.1,12.1,DAL,3,WR
Amari CooperDAL,6.2,82.0,0.6,0.2,0.9,0.0,0.1,11.8,DAL,3,WR
Deebo SamuelSF,5.4,75.6,0.5,1.2,8.6,0.0,0.1,11.4,SF,3,WR
Adam ThielenMIN,5.6,69.3,0.7,0.3,1.4,0.0,0.1,11.2,MIN,3,WR
Chris GodwinTB,5.7,75.3,0.6,0.0,0.1,0.0,0.1,11.2,TB,3,WR
Marquise BrownBAL,4.9,67.2,0.7,0.3,1.7,0.0,0.0,10.9,BAL,3,WR
Mike EvansTB,4.8,68.5,0.7,0.0,0.0,0.0,0.0,10.8,TB,3,WR
DJ MooreCAR,5.4,75.5,0.5,0.4,2.3,0.0,0.0,10.8,CAR,3,WR
Terry McLaurinWAS,5.7,75.2,0.5,0.2,1.1,0.0,0.1,10.6,LaurinWAS,3,WR
Chase ClaypoolPIT,4.8,66.3,0.5,0.6,3.4,0.0,0.0,10.4,PIT,3,WR
Julio JonesTEN,5.1,73.9,0.5,0.0,0.0,0.0,0.0,10.4,TEN,3,WR
Brandin CooksHOU,5.5,75.8,0.4,0.2,0.8,0.0,0.1,10.3,HOU,3,WR
Courtland SuttonDEN,4.9,71.7,0.5,0.2,0.9,0.0,0.0,10.1,DEN,3,WR
Ja'Marr ChaseCIN,5.0,69.4,0.5,0.2,1.1,0.0,0.1,10.1,CIN,3,WR
Mike WilliamsLAC,4.9,67.5,0.5,0.1,0.5,0.0,0.0,10.1,LAC,3,WR
Marvin Jones Jr.JAC,4.8,66.0,0.6,0.0,0.0,0.0,0.0,10.0,JAC,3,WR
Allen Robinson IICHI,5.6,69.0,0.5,0.0,0.0,0.0,0.1,9.9,ICHI,3,WR
Robert WoodsLAR,5.6,65.2,0.4,1.3,6.5,0.1,0.1,9.5,LAR,3,WR
DeVonta SmithPHI,4.4,61.9,0.5,0.2,1.0,0.0,0.0,9.4,PHI,3,WR
Sterling ShepardNYG,6.0,64.8,0.4,0.5,2.7,0.0,0.1,9.3,NYG,3,WR
Tyler BoydCIN,5.8,65.9,0.4,0.2,1.0,0.0,0.1,9.2,CIN,3,WR
Robby AndersonCAR,4.5,58.4,0.5,0.2,1.4,0.0,0.0,8.7,CAR,3,WR
Corey DavisNYJ,4.4,59.5,0.5,0.0,0.2,0.0,0.0,8.7,NYJ,3,WR
Michael Pittman Jr.IND,4.8,60.9,0.4,0.2,1.1,0.0,0.0,8.7,IND,3,WR
Rondale MooreARI,3.9,52.7,0.5,0.6,3.6,0.0,0.1,8.4,ARI,3,WR
Cordarrelle PattersonATL,2.6,27.5,0.1,8.7,34.3,0.3,0.1,8.4,ATL,3,WR
Jakobi MeyersNE,5.0,60.5,0.4,0.1,0.4,0.0,0.0,8.2,NE,3,WR
DeVante ParkerMIA,4.6,57.2,0.4,0.0,0.0,0.0,0.0,8.1,MIA,3,WR
Emmanuel SandersBUF,4.2,52.2,0.4,0.0,0.3,0.0,0.0,7.8,BUF,3,WR
Kenny GolladayNYG,4.1,59.2,0.3,0.0,0.0,0.0,0.0,7.7,NYG,3,WR
D.J. Chark Jr.JAC,4.2,56.7,0.3,0.0,0.3,0.0,0.0,7.4,JAC,3,WR
Odell Beckham Jr.LAR,3.2,47.3,0.4,0.2,1.7,0.0,0.0,7.4,LAR,3,WR
Jaylen WaddleMIA,4.2,54.6,0.3,0.2,1.5,0.0,0.1,7.3,MIA,3,WR
Cole BeasleyBUF,4.6,53.7,0.3,0.0,0.0,0.0,0.0,7.3,BUF,3,WR
Laviska Shenault Jr.JAC,4.6,49.1,0.3,1.2,5.7,0.0,0.1,7.2,JAC,3,WR
Zach PascalIND,3.6,46.5,0.4,0.0,0.1,0.0,0.0,6.8,IND,3,WR
Christian KirkARI,3.6,44.7,0.4,0.2,1.6,0.0,0.0,6.7,ARI,3,WR
Nelson AgholorNE,3.8,50.1,0.3,0.0,0.2,0.0,0.0,6.7,NE,3,WR
Darnell MooneyCHI,4.4,51.5,0.2,0.2,0.9,0.0,0.0,6.6,CHI,3,WR
Mecole HardmanKC,3.4,46.4,0.3,0.4,2.4,0.0,0.0,6.6,KC,3,WR
Tim PatrickDEN,3.8,47.9,0.3,0.0,0.0,0.0,0.0,6.5,DEN,3,WR
Sammy WatkinsBAL,3.6,48.9,0.2,0.1,0.3,0.0,0.0,6.4,BAL,3,WR
Quintez CephusDET,3.4,47.7,0.2,0.0,0.0,0.0,0.0,6.2,DET,3,WR
Jalen ReagorPHI,3.5,44.9,0.3,0.1,0.5,0.0,0.0,6.1,PHI,3,WR
Marquez CallawayNO,3.6,46.7,0.2,0.1,0.6,0.0,0.0,6.0,NO,3,WR
Darius SlaytonNYG,3.0,44.0,0.3,0.1,0.3,0.0,0.0,6.0,NYG,3,WR
Van JeffersonLAR,3.2,41.9,0.3,0.0,0.2,0.0,0.0,5.9,LAR,3,WR
Hunter RenfrowLV,3.9,46.2,0.2,0.0,0.0,0.0,0.0,5.9,LV,3,WR
K.J. OsbornMIN,3.5,45.5,0.2,0.0,0.1,0.0,0.0,5.7,MIN,3,WR
Marquez Valdes-ScantlingGB,2.7,43.6,0.2,0.1,0.6,0.0,0.0,5.6,ScantlingGB,3,WR
Elijah MooreNYJ,3.6,44.2,0.2,0.0,0.3,0.0,0.0,5.6,NYJ,3,WR
Deonte HartyNO,3.1,39.5,0.2,0.4,2.8,0.0,0.0,5.4,NO,3,WR
Will Fuller VMIA,3.1,41.5,0.2,0.0,0.1,0.0,0.0,5.3,MIA,3,WR
Brandon AiyukSF,2.7,33.8,0.2,0.5,3.6,0.0,0.0,5.3,SF,3,WR
Bryan EdwardsLV,2.8,40.9,0.2,0.0,0.0,0.0,0.0,5.3,LV,3,WR
A.J. GreenARI,3.0,39.4,0.2,0.0,0.0,0.0,0.0,5.2,ARI,3,WR
Amon-Ra St. BrownDET,3.1,38.7,0.2,0.0,0.1,0.0,0.0,4.9,DET,3,WR
Terrace Marshall Jr.CAR,2.9,37.1,0.2,0.0,0.2,0.0,0.0,4.9,CAR,3,WR
Braxton BerriosNYJ,3.5,38.1,0.2,0.1,0.7,0.0,0.1,4.8,NYJ,3,WR
Juwan JohnsonNO,2.7,28.4,0.3,0.0,0.0,0.0,0.0,4.6,NO,3,WR
KJ HamlerDEN,2.8,33.0,0.2,0.6,3.3,0.0,0.0,4.6,DEN,3,WR
Dyami BrownWAS,2.9,35.9,0.2,0.0,0.0,0.0,0.0,4.6,WAS,3,WR
Adam HumphriesWAS,3.7,36.0,0.2,0.0,0.1,0.0,0.0,4.5,WAS,3,WR
James WashingtonPIT,2.6,35.1,0.2,0.0,0.0,0.0,0.0,4.5,PIT,3,WR
Allen LazardGB,2.5,33.1,0.2,0.1,0.7,0.0,0.0,4.4,GB,3,WR
Chris ConleyHOU,2.8,35.2,0.1,0.0,0.2,0.0,0.0,4.3,HOU,3,WR
Freddie SwainSEA,2.2,28.3,0.2,0.2,1.3,0.0,0.0,4.1,SEA,3,WR
Donovan Peoples-JonesCLE,2.1,30.4,0.2,0.0,0.1,0.0,0.0,4.0,JonesCLE,3,WR
Olamide ZaccheausATL,2.3,31.2,0.1,0.1,0.5,0.0,0.0,4.0,ATL,3,WR
Cedrick Wilson Jr.DAL,2.3,30.0,0.1,0.1,0.6,0.0,0.0,3.9,DAL,3,WR
Kalif RaymondDET,2.2,30.6,0.1,0.1,0.5,0.0,0.0,3.8,DET,3,WR
Gabriel DavisBUF,1.6,25.7,0.2,0.0,0.0,0.0,0.0,3.8,BUF,3,WR
Quez WatkinsPHI,2.1,30.3,0.1,0.0,0.2,0.0,0.0,3.8,PHI,3,WR
Demarcus RobinsonKC,2.2,25.9,0.2,0.0,0.0,0.0,0.0,3.7,KC,3,WR
Josh ReynoldsDET,2.0,23.0,0.2,0.0,0.0,0.0,0.0,3.5,DET,3,WR
Rashard HigginsCLE,1.7,26.6,0.1,0.0,0.0,0.0,0.0,3.4,CLE,3,WR
Jalen GuytonLAC,1.9,27.0,0.1,0.2,1.0,0.0,0.0,3.4,LAC,3,WR
Randall CobbGB,2.1,25.0,0.1,0.1,0.4,0.0,0.0,3.3,GB,3,WR
Scotty MillerTB,2.0,25.6,0.1,0.1,1.0,0.0,0.0,3.3,TB,3,WR
Trent SherfieldSF,1.9,22.9,0.2,0.0,0.1,0.0,0.0,3.3,SF,3,WR
Chester RogersTEN,2.2,24.0,0.2,0.0,0.2,0.0,0.0,3.3,TEN,3,WR
Kendrick BourneNE,2.0,24.7,0.1,0.0,0.5,0.0,0.0,3.2,NE,3,WR
Parris CampbellIND,1.8,22.6,0.1,0.1,0.9,0.0,0.0,3.1,IND,3,WR
Lil'Jordan HumphreyNO,1.5,19.5,0.1,0.5,4.0,0.0,0.0,3.0,NO,3,WR
Marquise GoodwinCHI,1.6,23.7,0.1,0.1,0.7,0.0,0.0,2.9,CHI,3,WR
Trinity BensonDET,1.9,22.3,0.1,0.0,0.0,0.0,0.0,2.9,DET,3,WR
Damiere ByrdCHI,2.0,23.4,0.1,0.0,0.2,0.0,0.0,2.8,CHI,3,WR
DeSean JacksonLV,1.3,21.1,0.1,0.1,0.6,0.0,0.0,2.8,LV,3,WR
Anthony SchwartzCLE,1.6,21.0,0.1,0.1,0.5,0.0,0.0,2.7,CLE,3,WR
Anthony MillerPIT,1.7,18.7,0.1,0.0,0.3,0.0,0.0,2.6,PIT,3,WR
Mike ThomasCIN,1.5,17.2,0.1,0.0,0.0,0.0,0.0,2.2,CIN,3,WR
Kenny StillsNO,1.1,15.4,0.1,0.0,0.0,0.0,0.0,2.2,NO,3,WR
Ty MontgomeryNO,1.4,13.5,0.1,0.5,2.2,0.0,0.0,2.1,NO,3,WR
Byron PringleKC,1.2,16.2,0.1,0.0,0.0,0.0,0.0,2.1,KC,3,WR
Auden TateCIN,1.4,16.6,0.1,0.0,0.0,0.0,0.0,2.1,CIN,3,WR
Mohamed Sanu Sr.SF,1.5,16.3,0.1,0.1,0.2,0.0,0.0,2.0,SF,3,WR
Keelan Cole Sr.NYJ,1.3,15.8,0.1,0.0,0.1,0.0,0.0,2.0,NYJ,3,WR
Andre RobertsLAC,1.2,14.7,0.1,0.0,0.2,0.0,0.0,2.0,LAC,3,WR
Tyron JohnsonLV,1.0,14.1,0.1,0.0,0.2,0.0,0.0,1.9,LV,3,WR
Devin DuvernayBAL,1.1,13.3,0.1,0.1,0.6,0.0,0.0,1.9,BAL,3,WR
