player,rushing_att,rushing_yds,rushing_td,receiving_rec,receiving_yds,receiving_td,fumbles_lost,fantasy_points,team,position,week,year
Chase Edmonds,9.9,42.9,0.2,3.4,24.4,0.1,0.1,8.5,ARI,RB,9,2021
James Conner,11.1,46.8,0.6,0.8,5.3,0.0,0.1,8.5,ARI,RB,9,2021
Carlos Hyde,13.2,52.3,0.2,1.9,12.5,0.0,0.1,8.0,JAC,RB,9,2021
Boston Scott,8.5,40.5,0.3,1.6,13.2,0.1,0.1,7.4,PHI,RB,9,2021
David Montgomery,11.2,44.5,0.2,1.8,14.8,0.1,0.1,7.4,CHI,RB,9,2021
Javonte Williams,8.9,41.1,0.2,2.4,18.1,0.1,0.1,7.3,DEN,RB,9,2021
Mike Davis,10.4,37.7,0.2,3.2,19.5,0.1,0.1,7.2,ATL,RB,9,2021
Devonta Freeman,7.4,36.4,0.2,1.8,14.3,0.1,0.1,6.9,BAL,RB,9,2021
Tony Pollard,7.8,37.6,0.2,1.7,14.1,0.1,0.1,6.7,DAL,RB,9,2021
David Johnson,6.6,27.3,0.1,2.6,22.9,0.1,0.1,6.4,HOU,RB,9,2021
AJ Dillon,9.8,41.2,0.2,1.1,8.4,0.0,0.1,6.1,GB,RB,9,2021
Salvon Ahmed,8.1,32.1,0.2,1.6,14.3,0.0,0.1,6.1,MIA,RB,9,2021
Devin Singletary,8.7,35.4,0.2,1.7,12.8,0.1,0.1,6.0,BUF,RB,9,2021
Kenyan Drake,6.7,28.2,0.2,1.8,15.3,0.1,0.1,5.8,LV,RB,9,2021
Kenneth Gainwell,4.0,18.6,0.1,2.8,24.4,0.1,0.0,5.6,PHI,RB,9,2021
Ty Johnson,5.5,20.1,0.1,2.8,23.0,0.1,0.1,5.3,NYJ,RB,9,2021
D'Ernest Johnson,6.6,28.8,0.2,1.3,10.2,0.0,0.0,5.2,CLE,RB,9,2021
Chuba Hubbard,7.7,29.8,0.1,1.6,12.2,0.0,0.1,5.1,CAR,RB,9,2021
Mark Ingram II,7.5,30.1,0.2,0.9,7.0,0.1,0.0,5.1,NO,RB,9,2021
Nyheim Hines,4.7,18.1,0.1,2.5,19.2,0.1,0.1,4.9,IND,RB,9,2021
Jeff Wilson Jr.,4.4,22.9,0.2,0.8,7.1,0.1,0.1,4.6,SF,RB,9,2021
Ty'Son Williams,5.4,23.4,0.1,1.3,10.5,0.1,0.1,4.5,BAL,RB,9,2021
Jordan Howard,7.0,27.8,0.2,0.4,2.6,0.0,0.1,4.4,PHI,RB,9,2021
Rhamondre Stevenson,5.4,21.2,0.1,1.4,12.1,0.1,0.0,4.4,NE,RB,9,2021
Rex Burkhead,4.8,16.4,0.2,1.3,11.9,0.1,0.0,4.3,HOU,RB,9,2021
Sony Michel,6.1,27.3,0.2,0.6,4.9,0.0,0.0,4.2,LAR,RB,9,2021
Trey Sermon,6.3,28.0,0.2,0.2,2.0,0.0,0.0,4.2,SF,RB,9,2021
D'Onta Foreman,3.2,24.0,0.2,0.9,6.9,0.0,0.1,4.1,TEN,RB,9,2021
Samaje Perine,5.3,21.5,0.1,1.0,8.9,0.1,0.0,4.1,CIN,RB,9,2021
Derrick Gore,5.9,22.7,0.2,0.6,5.3,0.0,0.0,3.9,KC,RB,9,2021
Phillip Lindsay,6.2,23.7,0.1,0.6,4.2,0.0,0.0,3.7,MIA,RB,9,2021
Brandon Bolden,2.4,9.0,0.1,2.2,18.5,0.1,0.0,3.5,NE,RB,9,2021
Alexander Mattison,5.0,20.1,0.1,1.0,8.2,0.0,0.0,3.5,MIN,RB,9,2021
JaMycal Hasty,2.6,11.5,0.1,1.7,14.3,0.0,0.0,3.2,SF,RB,9,2021
Joshua Kelley,4.2,15.3,0.1,0.9,7.2,0.0,0.0,2.7,LAC,RB,9,2021
Dontrell Hilliard,4.6,19.0,0.1,0.2,2.0,0.0,0.0,2.7,TEN,RB,9,2021
Elijhaa Penny,4.5,13.1,0.1,0.5,3.7,0.0,0.0,2.4,NYG,RB,9,2021
Dare Ogunbowale,3.4,11.4,0.1,0.9,6.8,0.0,0.0,2.4,JAC,RB,9,2021
Scottie Phillips,4.0,13.1,0.1,0.6,4.8,0.0,0.0,2.3,HOU,RB,9,2021
Demetric Felton,1.3,4.7,0.0,1.2,11.9,0.1,0.0,2.3,CLE,RB,9,2021
Larry Rountree III,4.0,14.0,0.1,0.3,2.5,0.0,0.0,2.3,LAC,RB,9,2021
Kyle Juszczyk,0.8,2.5,0.0,1.4,13.4,0.1,0.0,2.2,SF,RB,9,2021
Jerick McKinnon,1.2,6.0,0.0,1.2,9.1,0.1,0.0,2.1,KC,RB,9,2021
Marlon Mack,5.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,IND,RB,9,2021
Devine Ozigbo,1.8,6.5,0.1,0.8,6.4,0.0,0.0,1.7,NE,RB,9,2021
Patrick Taylor Jr.,0.0,8.4,0.1,0.6,3.0,0.0,0.0,1.7,GB,RB,9,2021
Chris Evans,0.9,3.1,0.0,0.9,8.4,0.1,0.0,1.7,CIN,RB,9,2021
La'Mical Perine,1.2,7.9,0.1,0.5,3.5,0.0,0.0,1.5,NYJ,RB,9,2021
Royce Freeman,4.0,14.0,0.0,0.0,0.0,0.0,0.0,1.4,HOU,RB,9,2021
Kalen Ballage,1.9,5.7,0.1,0.6,3.9,0.0,0.0,1.4,PIT,RB,9,2021
Patrick Ricard,0.4,1.2,0.0,0.9,7.0,0.1,0.0,1.3,BAL,RB,9,2021
Eno Benjamin,1.5,6.8,0.1,0.3,2.1,0.0,0.0,1.2,ARI,RB,9,2021
Qadree Ollison,0.0,6.6,0.1,0.3,1.3,0.0,0.0,1.2,ATL,RB,9,2021
Deon Jackson,0.9,4.9,0.0,0.5,4.2,0.0,0.0,1.2,IND,RB,9,2021
Anthony McFarland Jr.,1.1,6.1,0.0,0.3,2.5,0.0,0.0,1.1,PIT,RB,9,2021
Ameer Abdullah,1.0,4.8,0.0,0.6,4.8,0.0,0.0,1.1,CAR,RB,9,2021
Mike Boone,1.1,6.5,0.1,0.2,1.2,0.0,0.0,1.1,DEN,RB,9,2021
Patrick Laird,0.5,3.0,0.0,0.7,5.8,0.0,0.0,1.1,MIA,RB,9,2021
Buddy Howell,1.0,5.9,0.0,0.2,1.8,0.0,0.0,1.0,LAR,RB,9,2021
Damien Williams,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,CHI,RB,9,2021
C.J. Ham,0.7,2.7,0.0,0.7,5.5,0.0,0.0,1.0,MIN,RB,9,2021
Benny Snell Jr.,1.2,4.1,0.1,0.2,1.7,0.0,0.0,0.9,PIT,RB,9,2021
Andy Janovich,0.6,0.2,0.1,0.3,2.4,0.0,0.0,0.9,CLE,RB,9,2021
Alec Ingold,0.4,1.2,0.0,0.6,5.1,0.0,0.0,0.8,LV,RB,9,2021
Corey Clement,1.0,4.0,0.0,0.2,1.4,0.0,0.0,0.8,DAL,RB,9,2021
John Kelly,0.6,3.6,0.0,0.3,2.6,0.0,0.0,0.7,CLE,RB,9,2021
Taiwan Jones,0.6,2.7,0.0,0.2,3.0,0.0,0.0,0.6,BUF,RB,9,2021
Johnny Stanton,0.5,2.0,0.0,0.3,4.0,0.0,0.0,0.6,CLE,RB,9,2021
Reggie Gilliam,0.5,2.0,0.0,0.3,4.0,0.0,0.0,0.6,BUF,RB,9,2021
Gary Brightwell,0.8,3.0,0.0,0.2,1.9,0.0,0.0,0.6,NYG,RB,9,2021
Kene Nwangwu,0.5,3.0,0.0,0.3,1.8,0.0,0.0,0.6,MIN,RB,9,2021
Michael Burton,0.7,2.3,0.0,0.3,2.0,0.0,0.0,0.6,KC,RB,9,2021
Dwayne Washington,0.7,2.0,0.0,0.2,2.4,0.0,0.0,0.5,NO,RB,9,2021
Keith Smith,0.7,1.6,0.0,0.4,2.6,0.0,0.0,0.5,ATL,RB,9,2021
Ryan Nall,0.2,0.8,0.0,0.3,3.4,0.0,0.0,0.4,CHI,RB,9,2021
Trenton Cannon,0.6,1.9,0.0,0.2,1.6,0.0,0.0,0.4,SF,RB,9,2021
Jakob Johnson,0.2,0.4,0.0,0.5,3.5,0.0,0.0,0.4,NE,RB,9,2021
Tory Carter,0.0,0.0,0.0,0.4,4.0,0.0,0.0,0.4,TEN,RB,9,2021
Derek Watt,0.3,0.7,0.0,0.2,1.1,0.0,0.0,0.2,PIT,RB,9,2021
Cullen Gillaspia,0.6,1.0,0.0,0.1,0.7,0.0,0.0,0.2,NYG,RB,9,2021
Giovanni Ricci,0.0,0.0,0.0,0.1,2.0,0.0,0.0,0.2,CAR,RB,9,2021
Jonathan Taylor,18.9,90.0,0.9,2.5,23.2,0.1,0.1,17.0,IND,RB,10,2021
Najee Harris,21.1,80.4,0.7,4.1,34.2,0.2,0.1,16.3,PIT,RB,10,2021
Dalvin Cook,18.9,90.1,0.7,3.0,22.8,0.1,0.1,15.4,MIN,RB,10,2021
Austin Ekeler,13.8,63.6,0.6,4.7,41.9,0.3,0.1,15.3,LAC,RB,10,2021
Christian McCaffrey,16.0,70.1,0.5,4.7,40.0,0.1,0.1,14.5,CAR,RB,10,2021
D'Andre Swift,15.0,59.6,0.3,5.4,46.3,0.3,0.2,14.3,DET,RB,10,2021
Ezekiel Elliott,17.3,74.8,0.7,2.7,20.5,0.1,0.1,14.0,DAL,RB,10,2021
D'Ernest Johnson,18.5,79.2,0.6,2.1,18.5,0.1,0.1,13.8,CLE,RB,10,2021
James Conner,17.0,71.4,0.7,2.1,16.2,0.1,0.1,13.3,ARI,RB,10,2021
Aaron Jones,13.2,61.8,0.6,3.6,27.4,0.2,0.1,13.3,GB,RB,10,2021
Leonard Fournette,15.6,60.8,0.6,3.4,26.4,0.1,0.1,12.8,TB,RB,10,2021
Darrell Henderson Jr.,15.2,65.6,0.6,2.3,20.1,0.1,0.1,12.8,LAR,RB,10,2021
Mark Ingram II,16.4,68.5,0.5,2.7,20.6,0.1,0.1,12.3,NO,RB,10,2021
Cordarrelle Patterson,9.7,43.5,0.3,4.6,45.0,0.3,0.1,12.0,ATL,RB,10,2021
Josh Jacobs,14.5,59.4,0.6,2.4,19.4,0.1,0.1,11.7,LV,RB,10,2021
Elijah Mitchell,15.0,66.0,0.5,1.4,10.8,0.1,0.1,11.1,SF,RB,10,2021
James Robinson,13.0,56.2,0.5,2.6,19.7,0.1,0.1,10.8,JAC,RB,10,2021
Melvin Gordon III,12.6,54.7,0.6,2.0,14.5,0.1,0.1,10.6,DEN,RB,10,2021
Darrel Williams,12.6,49.6,0.5,2.5,19.6,0.1,0.1,10.3,KC,RB,10,2021
Michael Carter,11.2,46.9,0.2,3.6,28.5,0.2,0.1,10.3,NYJ,RB,10,2021
Rhamondre Stevenson,11.7,51.1,0.3,2.3,20.0,0.1,0.1,9.4,NE,RB,10,2021
Myles Gaskin,11.2,46.4,0.2,3.6,26.1,0.1,0.1,9.3,MIA,RB,10,2021
Javonte Williams,10.2,47.5,0.4,2.1,16.6,0.1,0.1,8.9,DEN,RB,10,2021
Zack Moss,10.0,38.9,0.5,2.1,17.6,0.1,0.1,8.9,BUF,RB,10,2021
Adrian Peterson,12.4,48.4,0.5,0.7,5.4,0.0,0.1,8.4,SEA,RB,10,2021
Alex Collins,12.2,52.2,0.3,1.0,8.8,0.0,0.1,8.0,SEA,RB,10,2021
Antonio Gibson,11.3,46.2,0.3,2.0,14.6,0.1,0.1,8.0,WAS,RB,10,2021
AJ Dillon,9.6,41.2,0.4,1.4,12.4,0.1,0.1,7.7,GB,RB,10,2021
Jordan Howard,11.7,49.0,0.4,0.5,3.7,0.0,0.1,7.6,PHI,RB,10,2021
Devonta Freeman,8.9,39.8,0.2,1.9,14.1,0.1,0.1,7.3,BAL,RB,10,2021
Tony Pollard,8.3,39.9,0.2,1.6,13.6,0.1,0.1,6.9,DAL,RB,10,2021
Brandon Bolden,7.7,29.0,0.1,2.8,24.1,0.1,0.1,6.7,NE,RB,10,2021
Kenyan Drake,6.4,28.2,0.2,2.5,22.1,0.1,0.1,6.7,LV,RB,10,2021
Mike Davis,9.2,32.5,0.2,2.8,17.7,0.1,0.1,6.5,ATL,RB,10,2021
J.D. McKissic,4.2,17.6,0.1,4.8,33.2,0.1,0.1,6.4,WAS,RB,10,2021
Devin Singletary,8.0,33.4,0.2,1.8,13.1,0.1,0.1,5.8,BUF,RB,10,2021
Nyheim Hines,5.0,20.2,0.2,2.5,19.9,0.1,0.0,5.5,IND,RB,10,2021
Sony Michel,7.5,32.4,0.2,0.8,6.5,0.0,0.1,5.1,LAR,RB,10,2021
Eno Benjamin,7.5,27.7,0.2,0.9,7.3,0.0,0.1,4.7,ARI,RB,10,2021
Ty Johnson,4.6,18.3,0.1,2.4,20.3,0.1,0.0,4.7,NYJ,RB,10,2021
Salvon Ahmed,6.8,25.3,0.1,1.3,11.2,0.0,0.1,4.5,MIA,RB,10,2021
Boston Scott,5.7,21.8,0.1,1.2,10.5,0.0,0.0,4.3,PHI,RB,10,2021
J.J. Taylor,7.1,23.8,0.2,0.6,5.2,0.0,0.1,4.2,NE,RB,10,2021
Tony Jones Jr.,5.9,22.2,0.2,0.8,6.6,0.0,0.0,4.1,NO,RB,10,2021
Kenneth Gainwell,3.1,13.9,0.1,1.9,18.0,0.1,0.0,4.1,PHI,RB,10,2021
Alexander Mattison,5.6,24.2,0.1,1.0,7.7,0.0,0.0,4.0,MIN,RB,10,2021
Ronald Jones II,6.3,25.5,0.2,0.5,3.7,0.0,0.0,4.0,TB,RB,10,2021
Chuba Hubbard,4.8,19.9,0.1,1.4,11.2,0.0,0.0,3.8,CAR,RB,10,2021
Brian Hill,4.1,21.7,0.1,0.8,7.1,0.0,0.0,3.7,SF,RB,10,2021
Rashaad Penny,5.2,22.3,0.2,0.6,5.3,0.0,0.0,3.7,SEA,RB,10,2021
D'Onta Foreman,6.1,22.9,0.1,0.5,4.6,0.0,0.0,3.6,TEN,RB,10,2021
Derrick Gore,4.9,19.7,0.2,0.6,4.9,0.0,0.0,3.5,KC,RB,10,2021
Jeff Wilson Jr.,2.3,14.1,0.1,1.1,9.8,0.1,0.1,3.5,SF,RB,10,2021
Carlos Hyde,5.7,21.3,0.1,1.1,7.2,0.0,0.1,3.4,JAC,RB,10,2021
Giovani Bernard,2.4,9.5,0.0,1.9,14.5,0.1,0.0,3.2,TB,RB,10,2021
Joshua Kelley,4.5,16.8,0.1,0.8,6.6,0.0,0.0,3.0,LAC,RB,10,2021
Jermar Jefferson,4.1,15.1,0.1,1.1,8.8,0.0,0.0,2.9,DET,RB,10,2021
Jerick McKinnon,1.5,6.8,0.1,1.5,11.4,0.1,0.0,2.5,KC,RB,10,2021
Larry Rountree III,3.7,13.5,0.1,0.4,3.4,0.0,0.0,2.5,LAC,RB,10,2021
Jaret Patterson,3.7,13.4,0.1,0.4,2.9,0.0,0.0,2.3,WAS,RB,10,2021
Trey Sermon,3.0,12.5,0.1,0.4,2.8,0.0,0.0,2.2,SF,RB,10,2021
Ty'Son Williams,2.2,10.1,0.1,0.5,4.8,0.0,0.0,2.2,BAL,RB,10,2021
Kyle Juszczyk,0.7,2.2,0.0,1.4,13.4,0.1,0.0,2.1,SF,RB,10,2021
Dwayne Washington,3.7,13.5,0.0,0.6,4.6,0.0,0.0,2.1,NO,RB,10,2021
Godwin Igwebuike,2.8,11.4,0.1,0.7,5.8,0.0,0.0,2.1,DET,RB,10,2021
Johnny Stanton,4.7,9.1,0.1,0.7,5.0,0.0,0.0,2.0,CLE,RB,10,2021
Travis Homer,2.0,9.0,0.0,1.0,8.2,0.0,0.0,2.0,SEA,RB,10,2021
DeeJay Dallas,1.7,6.2,0.0,1.2,9.2,0.0,0.0,1.9,SEA,RB,10,2021
Ty Montgomery,1.5,7.5,0.0,0.8,6.5,0.0,0.0,1.8,NO,RB,10,2021
Wayne Gallman Jr.,2.0,10.4,0.1,0.4,2.5,0.0,0.0,1.7,MIN,RB,10,2021
Tevin Coleman,2.1,9.4,0.1,0.5,3.6,0.0,0.0,1.7,NYJ,RB,10,2021
Kalen Ballage,2.7,8.1,0.1,0.5,3.3,0.0,0.0,1.7,PIT,RB,10,2021
Marlon Mack,4.0,17.0,0.0,0.0,0.0,0.0,0.0,1.7,IND,RB,10,2021
Patrick Ricard,0.4,1.3,0.0,1.0,8.1,0.1,0.0,1.6,BAL,RB,10,2021
Tavien Feaster,1.8,9.4,0.0,0.2,2.1,0.0,0.0,1.4,ARI,RB,10,2021
Ameer Abdullah,1.0,5.1,0.0,0.8,6.4,0.0,0.0,1.3,CAR,RB,10,2021
Benny Snell Jr.,1.9,6.6,0.1,0.3,2.4,0.0,0.0,1.3,PIT,RB,10,2021
Alex Armah Jr.,1.4,4.7,0.0,0.5,3.8,0.0,0.0,1.2,WAS,RB,10,2021
Alec Ingold,0.5,1.5,0.0,0.7,6.4,0.1,0.0,1.2,LV,RB,10,2021
Matt Breida,1.4,6.7,0.0,0.4,2.8,0.0,0.0,1.1,BUF,RB,10,2021
Dare Ogunbowale,1.4,4.5,0.0,0.6,4.9,0.0,0.0,1.1,JAC,RB,10,2021
Buddy Howell,1.2,7.1,0.0,0.3,1.9,0.0,0.0,1.1,LAR,RB,10,2021
Trevon Wesco,0.0,0.0,0.0,1.2,8.9,0.0,0.0,1.0,NYJ,RB,10,2021
C.J. Ham,0.7,2.6,0.0,0.7,6.0,0.0,0.0,1.0,MIN,RB,10,2021
Patrick Laird,0.7,2.9,0.0,0.6,5.5,0.0,0.0,1.0,MIA,RB,10,2021
Patrick Taylor Jr.,0.5,5.1,0.0,0.3,2.6,0.0,0.0,0.9,GB,RB,10,2021
Damarea Crockett,0.0,3.5,0.0,0.4,3.5,0.0,0.0,0.9,DEN,RB,10,2021
Deon Jackson,0.5,3.4,0.0,0.4,3.6,0.0,0.0,0.9,IND,RB,10,2021
Kene Nwangwu,0.6,5.1,0.0,0.3,2.0,0.0,0.0,0.9,MIN,RB,10,2021
Corey Clement,1.1,4.2,0.0,0.2,1.4,0.0,0.0,0.8,DAL,RB,10,2021
Derek Watt,0.9,2.9,0.0,0.3,2.4,0.0,0.0,0.7,PIT,RB,10,2021
Andy Janovich,0.5,0.6,0.1,0.3,3.0,0.0,0.0,0.7,CLE,RB,10,2021
Keith Smith,0.6,1.7,0.0,0.5,3.2,0.0,0.0,0.6,ATL,RB,10,2021
Taiwan Jones,0.5,2.7,0.0,0.2,2.3,0.0,0.0,0.6,BUF,RB,10,2021
Jakob Johnson,0.4,1.1,0.0,0.4,3.8,0.0,0.0,0.5,NE,RB,10,2021
Nick Bellore,0.3,1.0,0.0,0.3,2.8,0.0,0.0,0.5,SEA,RB,10,2021
Qadree Ollison,0.4,1.0,0.0,0.2,3.0,0.0,0.0,0.4,ATL,RB,10,2021
Trenton Cannon,1.0,1.0,0.0,0.2,1.8,0.0,0.0,0.3,SF,RB,10,2021
Jason Cabinda,0.8,1.5,0.0,0.2,1.4,0.0,0.0,0.3,DET,RB,10,2021
Michael Burton,0.6,1.5,0.0,0.2,1.2,0.0,0.0,0.3,KC,RB,10,2021
Reggie Gilliam,0.5,2.0,0.0,0.1,1.0,0.0,0.0,0.3,BUF,RB,10,2021
Mike Boone,0.3,2.0,0.0,0.2,1.0,0.0,0.0,0.3,DEN,RB,10,2021
Nick Bawden,0.1,0.2,0.0,0.2,1.4,0.0,0.0,0.3,NYJ,RB,10,2021
Ke'Shawn Vaughn,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.2,TB,RB,10,2021
Giovanni Ricci,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.2,CAR,RB,10,2021
Tory Carter,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1,TEN,RB,10,2021
Christian McCaffrey,16.6,69.8,0.6,5.3,47.2,0.2,0.1,16.3,CAR,RB,11,2021
Nick Chubb,18.7,95.3,0.8,1.8,14.7,0.1,0.1,16.1,CLE,RB,11,2021
Najee Harris,20.5,81.2,0.6,4.1,32.0,0.2,0.1,15.5,PIT,RB,11,2021
Austin Ekeler,14.5,64.2,0.5,4.7,40.8,0.3,0.1,15.3,LAC,RB,11,2021
Dalvin Cook,19.0,86.9,0.6,3.0,22.8,0.1,0.1,15.0,MIN,RB,11,2021
Jonathan Taylor,17.0,82.0,0.7,2.9,22.9,0.1,0.1,14.9,IND,RB,11,2021
AJ Dillon,18.0,79.8,0.6,2.6,23.4,0.1,0.1,14.0,GB,RB,11,2021
Ezekiel Elliott,16.4,71.0,0.6,2.9,22.3,0.1,0.1,13.4,DAL,RB,11,2021
Joe Mixon,16.0,68.1,0.6,2.6,20.4,0.1,0.1,13.2,CIN,RB,11,2021
Leonard Fournette,15.7,63.2,0.6,3.6,26.6,0.1,0.1,13.1,TB,RB,11,2021
D'Andre Swift,14.0,56.2,0.5,4.5,38.2,0.2,0.1,12.9,DET,RB,11,2021
James Conner,16.3,65.4,0.7,2.4,19.4,0.1,0.1,12.7,ARI,RB,11,2021
Mark Ingram II,16.5,65.5,0.5,3.0,24.6,0.1,0.1,12.6,NO,RB,11,2021
Jeff Wilson Jr.,15.3,67.4,0.6,1.7,15.8,0.1,0.1,12.5,SF,RB,11,2021
David Montgomery,15.6,64.4,0.5,2.6,21.5,0.1,0.1,12.1,CHI,RB,11,2021
James Robinson,14.3,61.9,0.6,2.5,18.5,0.1,0.1,11.7,JAC,RB,11,2021
Myles Gaskin,13.8,54.6,0.5,3.6,25.5,0.2,0.1,11.6,MIA,RB,11,2021
Michael Carter,13.1,52.4,0.5,3.3,27.2,0.1,0.1,11.3,NYJ,RB,11,2021
Saquon Barkley,13.4,54.3,0.4,3.5,26.2,0.1,0.1,11.3,NYG,RB,11,2021
Josh Jacobs,13.1,53.2,0.6,2.8,21.1,0.1,0.1,11.0,LV,RB,11,2021
Damien Harris,14.4,64.9,0.6,0.9,6.7,0.0,0.1,10.9,NE,RB,11,2021
Antonio Gibson,15.1,60.9,0.5,1.9,14.4,0.1,0.1,10.9,WAS,RB,11,2021
D'Onta Foreman,13.8,53.9,0.5,1.4,13.6,0.1,0.1,9.8,TEN,RB,11,2021
Alex Collins,14.2,59.5,0.4,1.2,9.5,0.0,0.1,9.1,SEA,RB,11,2021
Rhamondre Stevenson,9.5,40.1,0.5,2.1,18.1,0.1,0.1,8.8,NE,RB,11,2021
Darrel Williams,8.3,35.4,0.4,2.5,20.5,0.1,0.0,8.6,KC,RB,11,2021
Miles Sanders,9.9,43.7,0.2,2.3,19.6,0.1,0.1,8.1,PHI,RB,11,2021
Adrian Peterson,10.9,50.3,0.4,0.6,4.6,0.0,0.1,7.9,SEA,RB,11,2021
Clyde Edwards-Helaire,9.9,40.5,0.2,2.2,17.7,0.1,0.1,7.6,KC,RB,11,2021
Mike Davis,10.5,37.9,0.2,3.2,20.6,0.1,0.1,7.4,ATL,RB,11,2021
Devonta Freeman,8.8,41.3,0.2,1.9,14.1,0.1,0.1,7.1,BAL,RB,11,2021
D'Ernest Johnson,9.1,38.5,0.2,1.4,12.7,0.0,0.1,6.7,CLE,RB,11,2021
Tony Pollard,7.2,34.4,0.2,2.1,17.6,0.1,0.1,6.5,DAL,RB,11,2021
Zack Moss,8.7,32.2,0.2,1.7,14.3,0.1,0.1,6.4,BUF,RB,11,2021
Kenyan Drake,6.2,27.2,0.2,2.6,21.5,0.1,0.1,6.4,LV,RB,11,2021
David Johnson,6.9,29.7,0.1,2.5,20.8,0.1,0.1,6.3,HOU,RB,11,2021
Devin Singletary,7.9,34.5,0.2,1.9,12.4,0.1,0.1,5.8,BUF,RB,11,2021
Latavius Murray,9.3,37.1,0.2,0.9,6.6,0.0,0.1,5.8,BAL,RB,11,2021
J.D. McKissic,4.0,16.9,0.1,4.2,30.1,0.1,0.1,5.7,WAS,RB,11,2021
Jamaal Williams,7.6,30.6,0.2,1.7,11.8,0.0,0.0,5.4,DET,RB,11,2021
Wayne Gallman Jr.,9.2,31.6,0.2,1.1,9.2,0.0,0.1,5.1,MIN,RB,11,2021
Ty Johnson,4.7,18.9,0.1,2.4,20.5,0.1,0.0,5.1,NYJ,RB,11,2021
Brandon Bolden,3.8,16.8,0.1,2.4,20.8,0.1,0.0,4.8,NE,RB,11,2021
Jordan Howard,7.9,31.0,0.2,0.3,3.0,0.0,0.1,4.7,PHI,RB,11,2021
Duke Johnson Jr.,5.3,20.4,0.2,1.7,14.4,0.1,0.1,4.7,MIA,RB,11,2021
Samaje Perine,5.9,24.9,0.2,1.1,8.4,0.1,0.1,4.5,CIN,RB,11,2021
Phillip Lindsay,8.4,32.2,0.1,0.4,2.8,0.0,0.1,4.3,MIA,RB,11,2021
Nyheim Hines,4.0,16.3,0.1,2.5,18.1,0.1,0.0,4.2,IND,RB,11,2021
Khalil Herbert,6.0,24.2,0.1,1.1,8.9,0.0,0.1,4.2,CHI,RB,11,2021
Tony Jones Jr.,4.6,19.6,0.1,1.3,11.4,0.0,0.0,4.0,NO,RB,11,2021
Trey Sermon,5.9,23.2,0.2,0.6,5.2,0.0,0.0,3.9,SF,RB,11,2021
Boston Scott,5.0,19.0,0.1,1.3,11.2,0.0,0.0,3.9,PHI,RB,11,2021
Rex Burkhead,4.3,15.2,0.1,1.3,11.2,0.1,0.0,3.8,HOU,RB,11,2021
Eno Benjamin,5.9,21.7,0.1,0.9,7.4,0.0,0.1,3.8,ARI,RB,11,2021
Alexander Mattison,5.0,20.5,0.1,1.0,8.0,0.0,0.0,3.6,MIN,RB,11,2021
Ronald Jones II,5.2,22.7,0.2,0.4,3.2,0.0,0.0,3.6,TB,RB,11,2021
Chuba Hubbard,4.3,17.3,0.1,1.0,9.4,0.0,0.0,3.4,CAR,RB,11,2021
Patrick Taylor Jr.,4.2,16.5,0.1,0.9,7.7,0.0,0.0,3.3,GB,RB,11,2021
Salvon Ahmed,5.0,19.0,0.0,2.0,13.0,0.0,0.0,3.2,MIA,RB,11,2021
Giovani Bernard,2.5,10.0,0.1,1.8,12.8,0.1,0.0,3.1,TB,RB,11,2021
Joshua Kelley,4.0,14.0,0.1,1.1,11.0,0.1,0.0,3.1,LAC,RB,11,2021
Devontae Booker,3.5,15.4,0.1,1.2,7.7,0.0,0.0,3.1,NYG,RB,11,2021
Carlos Hyde,4.5,17.9,0.1,1.0,6.3,0.0,0.0,3.0,JAC,RB,11,2021
Justin Jackson,3.8,18.6,0.1,0.7,5.3,0.0,0.0,2.9,LAC,RB,11,2021
Demetric Felton,1.1,5.7,0.0,1.4,15.0,0.1,0.0,2.8,CLE,RB,11,2021
Kyle Juszczyk,1.3,3.9,0.0,1.7,16.1,0.1,0.0,2.8,SF,RB,11,2021
Dontrell Hilliard,3.9,13.3,0.1,0.7,6.2,0.0,0.0,2.7,TEN,RB,11,2021
Travis Homer,2.1,9.6,0.0,1.3,11.3,0.1,0.0,2.6,SEA,RB,11,2021
Tevin Coleman,3.7,15.4,0.1,0.4,3.4,0.0,0.0,2.5,NYJ,RB,11,2021
Kenneth Gainwell,3.0,13.0,0.0,1.0,12.0,0.0,0.0,2.5,PHI,RB,11,2021
Rashaad Penny,3.8,16.1,0.1,0.3,2.5,0.0,0.0,2.5,SEA,RB,11,2021
Peyton Barber,2.1,12.9,0.1,0.4,2.9,0.0,0.0,2.3,LV,RB,11,2021
Larry Rountree III,3.8,13.6,0.1,0.3,2.6,0.0,0.0,2.3,LAC,RB,11,2021
Ameer Abdullah,2.0,8.6,0.0,1.2,9.5,0.0,0.0,2.2,CAR,RB,11,2021
Ty'Son Williams,2.7,11.9,0.1,0.6,4.6,0.0,0.0,2.2,BAL,RB,11,2021
Matt Breida,2.8,11.5,0.1,0.6,4.4,0.0,0.1,2.1,BUF,RB,11,2021
Jaret Patterson,3.3,13.2,0.1,0.3,2.0,0.0,0.0,2.0,WAS,RB,11,2021
